Type,City,Country,Latitude,Longitude
destination charger,Watertown,United States,43.9717327,-75.9118129
destination charger,Rivere-du-Loup,Canada,47.82477,-69.558502
destination charger,Dour,Belgium,50.400305,3.78274
destination charger,Bar Harbor,United States,44.438074,-68.26616
destination charger,Boechout,Belgium,51.170277,4.484434
supercharger,Altamonte Springs,United States,28.665051,-81.381411
destination charger,Parksville,Canada,49.3102999,-124.2655092
supercharger,Saint-Georges-de-Gréhaigne,France,48.568171,-1.543283
destination charger,Velka Lomnica,Slovakia,49.137249,20.339099
destination charger,Zapopan,Mexico,20.67557,-103.408569
destination charger,Bollington,United Kingdom,53.295913,-2.092094
destination charger,"Cooks Beach, Waikato",New Zealand,-36.844439,175.751525
destination charger,New York,United States,40.741515,-74.004608
destination charger,Canton,United States,42.18493,-71.152761
destination charger,Paczoltowice,Poland,50.185054,19.652667
destination charger,Troy,United States,42.721952,-73.6789332
supercharger,Olomouc,Czech Republic,49.560857,17.262377
destination charger,Wexford,United States,40.632356,-80.054822
destination charger,Miedzyzdroje,Poland,53.933668,14.451784
destination charger,Near Forest Row,United Kingdom,51.070971,0.041044
destination charger,West Yellowstone,United States,44.658974,-111.104934
destination charger,Petrovce,Slovenia,46.24575,15.178531
supercharger,Montrose,United States,38.481363,-107.87662
destination charger,Abu Dhabi,United Arab Emirates,24.458802,54.321697
destination charger,Yountville,United States,38.4000624,-122.3591091
standard charger,Munich,Germany,48.1288686,11.6043843
destination charger,Golden Lake,Canada,45.601574,-77.373042
supercharger,Collégien,France,48.830877,2.678019
destination charger,San Simeon,United States,35.6132391,-121.1436427
supercharger,Markham,Canada,43.850229,-79.353535
destination charger,San Diego,United States,32.775408,-117.238673
destination charger,Heidelberg,Germany,49.407828,8.695266
destination charger,Springfield,United States,44.085145,-123.043158
destination charger,Rennes,France,48.105246,-1.673761
destination charger,St. Louis,United States,38.735916,-90.359724
destination charger,Salem,United States,38.623,-88.970418
destination charger,Jurby,United Kingdom,54.35934,-4.522098
destination charger,Cedar City,United States,37.656278,-113.078107
destination charger,Newbury,United Kingdom,51.412375,-1.359479
supercharger,Livonia,United States,42.379388,-83.329535
destination charger,Hyllinge,Sweden,56.098736,12.866204
destination charger,Newbury,United Kingdom,51.424781,-1.329515
destination charger,Zhuhai,China,22.315702,113.593335
destination charger,Vincey,France,48.349382,6.320213
supercharger,Newburgh,United States,41.499616,-74.071324
destination charger,Zhuzhou City,China,27.843754,113.16467
destination charger,Zhuhai,China,22.275741,113.513636
destination charger,Zhuhai,China,22.288641,113.575011
destination charger,Darlington,United Kingdom,54.47874,-1.544861
standard charger,Olhão,Portugal,37.023878,-7.847187
destination charger,London,United Kingdom,51.462948,-0.24512
destination charger,Toronto,Canada,43.758632,-79.470124
destination charger,Albany,Australia,-35.027381,117.889588
destination charger,Haarlem,Netherlands,52.368898,4.647904
destination charger,Deje,Sweden,59.598052,13.422505
destination charger,Cervesina,Italy,45.046656,9.006074
destination charger,Mézangers,France,48.201272,-0.435292
destination charger,Niebuell,Germany,54.791241,8.832365
destination charger,Chipping Norton,United Kingdom,51.91496,-1.622823
destination charger,Lompret,France,50.654519,3.003956
destination charger,Egg Harbor,United States,45.041017,-87.29814
supercharger,Thunder Bay,Canada,48.381055,-89.312274
destination charger,Bad Leonfelden,Austria,48.529541,14.303044
destination charger,Sines,Portugal,37.957182,-8.860894
destination charger,New York,United States,40.79136,-73.952155
destination charger,New York,United States,40.711145,-74.016332
destination charger,Queenstown,New Zealand,-45.033273,168.656901
destination charger,Oberstaufen,Germany,47.546369,10.019967
destination charger,New York,United States,40.764423,-73.968865
destination charger,Chamalières-sur-Loire,France,45.208608,3.997555
destination charger,Schwarzenbach/Huttwil,Switzerland,47.112009,7.828862
destination charger,Lake Jackson,United States,29.052594,-95.457053
destination charger,Sunds,Denmark,56.208311,9.023338
destination charger,福岡市,Japan,33.589149,130.426947
destination charger,Tianjin,China,38.839018,117.454599
destination charger,Paso Robles,United States,35.618299,-120.690059
destination charger,Manhattan,United States,40.766853,-73.967711
destination charger,Jekyll Island,United States,31.0598463,-81.4197261
supercharger,Hadley,United States,42.338748,-72.609253
supercharger,仁德區,Taiwan,22.936091,120.221582
destination charger,Harrison Hot Springs,Canada,49.303443,-121.790136
destination charger,Savigliano,Italy,44.675532,7.67286
destination charger,Platte City,United States,39.431923,-94.776318
destination charger,Benito Juarez,Mexico,19.395431,-99.14685
destination charger,Xochimilco,Mexico,19.265148,-99.11451
destination charger,Williamsburg,United States,37.243124,-76.659679
destination charger,Morelos,Mexico,18.903588,-98.949484
destination charger,Paris,France,48.867431,2.305575
destination charger,New Orleans,United States,29.92985,-90.066989
destination charger,Serfaus,Austria,47.039721,10.608864
destination charger,St. Veit an der Glan,Austria,46.747886,14.319765
destination charger,Gerolstein,Germany,50.231443,6.645333
standard charger,Hong Kong,"Hong Kong S.A.R., China",22.321182,114.209992
destination charger,Santa Cruz,Portugal,41.110707,-8.006762
destination charger,Brescia,Italy,45.625869,10.574353
destination charger,New York,United States,40.754709,-73.973391
destination charger,St Charles,United States,38.764486,-90.493306
destination charger,Reno,United States,39.423515,-119.739984
destination charger,Kitzbuehel,Austria,47.454108,12.396735
destination charger,Tatranska Lomnica,Slovakia,49.162998,20.277635
destination charger,Lisbon,Portugal,38.770375,-9.125743
destination charger,동구,South Korea,35.88820194,128.7085553
destination charger,Honerath,Germany,50.377426,6.89754
destination charger,Rothenburg ob der Tauber,Germany,49.338231,10.132563
destination charger,Landau in der Pfalz,Germany,49.1925091,8.1368509
destination charger,Wagga Wagga,Australia,-35.103026,147.368698
destination charger,Dover,United States,42.964361,-72.891608
destination charger,Northwood,United States,43.447071,-93.352168
destination charger,Langenau,Germany,48.496175,10.118912
supercharger,Cerignola,Italy,41.306389,15.899738
destination charger,Corpus Christi,United States,27.80259,-97.453946
destination charger,Guangzhou,China,23.565181,113.786529
destination charger,Lenox,United States,42.35599,-73.282639
destination charger,Waynesboro,United States,38.0440242,-78.9045217
destination charger,Shenzhen,China,22.73927,114.281072
destination charger,Hangzhou,China,30.176617,120.105089
destination charger,Haikou City,China,20.057486,110.197817
destination charger,Port Angeles,United States,48.116414,-123.255357
destination charger,Shanghai,China,30.977186,121.769569
supercharger,Rochester,United States,43.31064,-70.99342
destination charger,Xi'an,China,34.215158,108.962722
destination charger,Winnemucca,United States,40.968004,-117.7413696
destination charger,Jiangmen,China,22.328875,112.230524
supercharger,Busdorf,Germany,54.477799,9.544758
destination charger,San Antonio,United States,29.4172627,-98.4926587
supercharger,San Diego,United States,32.90294,-117.194181
destination charger,Eureka Springs,United States,36.4108594,-93.7347888
destination charger,Navarre,United States,30.383592,-86.862653
destination charger,Clayton,United States,34.871496,-83.396552
supercharger,Hollister,United States,36.989864,-121.380447
destination charger,Guerneville,United States,38.4996103,-122.9890892
destination charger,Shantou,China,23.247177,116.622324
destination charger,Nanchang,China,28.683435,115.882244
destination charger,Xiamen City,China,24.449978,118.079236
destination charger,Occidental,United States,38.407219,-122.94643
destination charger,Savannah,United States,32.0682392,-81.0925612
supercharger,Oakland,United States,37.746162,-122.195179
destination charger,Nagqu,China,31.488781,92.062294
supercharger,Arlington,United States,38.887481,-77.092956
supercharger,Arlington,United States,38.887369,-77.092363
supercharger,Roseville,United States,38.768299,-121.263596
supercharger,Hamilton,United States,40.195539,-74.641375
supercharger,Nepean,Canada,45.32157,-75.835377
destination charger,Conway,United States,44.040991,-71.121649
destination charger,Ilanz,Switzerland,46.774761,9.20832
standard charger,台東市,Taiwan,22.767532,121.142029
destination charger,La Chapelle d'Abondance,France,46.296038,6.788628
destination charger,St. Wendel,Germany,49.468935,7.153732
destination charger,Waikerie,Australia,-34.181728,139.986788
destination charger,New York,United States,40.774511,-73.952039
destination charger,Harrogate,United Kingdom,53.998485,-1.547124
destination charger,Gosau,Austria,47.566438,13.51959
destination charger,Alvaro Obregon,Mexico,19.316086,-99.211582
destination charger,Chicago,United States,41.889236,-87.630247
destination charger,Edmundston,Canada,47.364064,-68.331158
destination charger,"Kanala, Vizcaya",Spain,43.38577,-2.678814
destination charger,Brooklyn,United States,40.6909872,-73.9901305
destination charger,Te Aro,New Zealand,-41.29543,174.774785
destination charger,Edmonton,Canada,53.542471,-113.648962
supercharger,Cisco,United States,32.374263,-99.007197
supercharger,Hong Kong,"Hong Kong S.A.R., China",22.235273,114.198504
destination charger,Echternach,Luxembourg,49.81815,6.405839
destination charger,Tampa,United States,28.053612,-82.431082
supercharger,Riverview,United States,27.791411,-82.332817
destination charger,Brooklyn,United States,40.692579,-73.985252
destination charger,New York,United States,40.803963,-73.966032
destination charger,Beijing,China,39.891145,116.467731
destination charger,Paso Robles,United States,35.654981,-120.900694
destination charger,Hangzhou,China,30.249099,120.040029
destination charger,Wuxi,China,31.554213,120.310063
supercharger,La Léchère-les-Bains,France,45.518668,6.482533
destination charger,Hangzhou,China,30.290756,120.145003
destination charger,Beijing,China,39.991335,116.202699
destination charger,Dongguan,China,23.037371,113.777309
destination charger,Petaluma,United States,38.272406,-122.662407
standard charger,Ipswich,Australia,-27.615093,152.757795
destination charger,Wenzhou,China,28.018755,120.667351
destination charger,Beijing,China,39.979717,116.34888
destination charger,White Rock,Canada,49.016953,-122.789855
supercharger,Laurel,United States,39.095382,-76.858319
destination charger,Amorosi,Italy,41.207435,14.486316
destination charger,Seguin,Canada,45.294177,-79.855224
destination charger,Virginia Beach,United States,36.848934,-76.027545
supercharger,Erbshausen,Germany,49.91157864,10.00140633
destination charger,Richmond,United States,37.546682,-77.443885
destination charger,Sevrier,France,45.877122,6.141676
destination charger,Zhengzhou City,China,34.784761,113.681304
destination charger,Dundee,United States,42.518959,-76.922161
destination charger,Kunming,China,24.979296,102.848118
destination charger,Forestburgh,United States,41.589173,-74.713163
destination charger,Seattle,United States,47.622544,-122.333913
destination charger,Sylt/Keitum,Germany,54.892157,8.36763
destination charger,Montecatini Terme,Italy,43.885,10.775395
destination charger,足柄下郡,Japan,35.248399,139.048509
destination charger,Sanya City,China,18.227963,109.633036
destination charger,Lhasa,China,29.63008,91.078753
destination charger,Ocean City,United States,38.360378,-75.072756
destination charger,linda-a-velha,Portugal,38.705633,-9.244275
destination charger,Gießen,Germany,50.583283,8.669119
destination charger,Abu Dhabi,United Arab Emirates,24.407461,54.548202
supercharger,Asheville,United States,35.531428,-82.604495
destination charger,Amman,Jordan,31.956728,35.858984
destination charger,Abu Dhabi,United Arab Emirates,24.474472,54.323035
destination charger,Amman,Jordan,32.013398,35.833279
destination charger,Bendigo,Australia,-36.761874,144.27746
